"GEOID","NAME","resident_jobs","jobs_to_kalamazoo_city","inbound_share_to_kalamazoo","workplace_jobs","jobs_from_kalamazoo_city","outbound_share_from_kalamazoo","bidirectional_jobs","commuter_score","in_kalamazoo_city","data_driven_shed"
"26021020500","205",829,15,0.0180940892641737,1037,2,0.00192864030858245,17,0.0200227295727562,FALSE,"Outside threshold"
"26049001700","17",327,2,0.00611620795107034,72,1,0.0138888888888889,3,0.0200050968399592,FALSE,"Outside threshold"
"26163572900","5729",1093,1,0.000914913083257091,106,2,0.0188679245283019,3,0.019782837611559,FALSE,"Outside threshold"
"26163506600","5066",809,1,0.00123609394313968,163,3,0.0184049079754601,4,0.0196410019185998,FALSE,"Outside threshold"
"26163525400","5254",423,0,0,51,1,0.0196078431372549,1,0.0196078431372549,FALSE,"Outside threshold"
"26021011600","116",675,10,0.0148148148148148,211,1,0.004739336492891,11,0.0195541513077058,FALSE,"Outside threshold"
"26021010202","102.02",964,10,0.0103734439834025,219,2,0.0091324200913242,12,0.0195058640747267,FALSE,"Outside threshold"
"26005030802","308.02",1223,16,0.0130825838103025,672,4,0.00595238095238095,20,0.0190349647626835,FALSE,"Outside threshold"
"26021020200","202",1625,24,0.0147692307692308,1425,6,0.00421052631578947,30,0.0189797570850202,FALSE,"Outside threshold"
"26021001800","18",1882,15,0.00797024442082891,1560,17,0.0108974358974359,32,0.0188676803182648,FALSE,"Outside threshold"
"26139024902","249.02",518,9,0.0173745173745174,4509,6,0.00133067198935462,15,0.018705189363872,FALSE,"Outside threshold"
"26139025500","255",2113,11,0.00520586843350686,1408,19,0.0134943181818182,30,0.018700186615325,FALSE,"Outside threshold"
"26023951000","9510",702,13,0.0185185185185185,65,0,0,13,0.0185185185185185,FALSE,"Outside threshold"
"26021001400","14",1840,14,0.00760869565217391,826,9,0.0108958837772397,23,0.0185045794294136,FALSE,"Outside threshold"
